0.77132,0.70962,0.74682,0.64247,0.69873,0.71234,0.6706,0.75227,0.7314,0.7323,0.72142,0.75771,0.82486,0.81307,0.79673,0.75681,0.79129,0.80944,0.83394,0.85662,0.79583,0.84301,0.85572,0.82396,0.84483,0.87568,0.84574,0.9029,0.87114,0.91016,0.8657,0.88294,0.89655,0.89837,0.89837,0.91289,0.8902,0.90472,0.90835,0.90653,0.91289,0.88385,0.89837,0.89927,0.94192,0.91833,0.91561,0.92015,0.94465
0.77314,0.7078,0.70508,0.67151,0.69147,0.71053,0.71688,0.75408,0.7314,0.73956,0.73775,0.75862,0.75318,0.81488,0.79401,0.78494,0.80036,0.80309,0.86298,0.81397,0.79764,0.87477,0.87205,0.85753,0.84664,0.88385,0.87114,0.82486,0.87024,0.89383,0.90018,0.88657,0.87568,0.87659,0.91379,0.92015,0.90472,0.89564,0.89927,0.91742,0.89746,0.88929,0.89837,0.93194,0.9147,0.90563,0.88838,0.94102,0.89837
0.77042,0.70236,0.75681,0.71597,0.68875,0.70054,0.68966,0.69964,0.74682,0.71597,0.74319,0.72595,0.77768,0.77586,0.81942,0.77949,0.81307,0.81579,0.87387,0.7922,0.77677,0.8294,0.87931,0.83848,0.8412,0.8539,0.88113,0.87477,0.83303,0.87659,0.89111,0.85662,0.91198,0.902,0.90381,0.89111,0.89655,0.90472,0.89474,0.902,0.92831,0.90835,0.92831,0.90018,0.93013,0.91652,0.90835,0.91833,0.91924
0.77042,0.70327,0.66969,0.64701,0.70327,0.69964,0.6588,0.69964,0.71597,0.7441,0.73866,0.74229,0.75318,0.74864,0.7804,0.79492,0.80581,0.83848,0.81579,0.83757,0.83938,0.81216,0.83938,0.84211,0.85572,0.81397,0.84483,0.86933,0.8784,0.87205,0.88566,0.90018,0.88294,0.9029,0.8657,0.90744,0.9029,0.89564,0.88385,0.89564,0.92559,0.91107,0.88929,0.92377,0.91016,0.91561,0.9274,0.91107,0.90472
0.76679,0.70871,0.7559,0.65064,0.71688,0.72505,0.65064,0.71053,0.73593,0.72958,0.73503,0.75045,0.79038,0.81851,0.81034,0.77405,0.80309,0.80036,0.83575,0.77858,0.84936,0.84846,0.86479,0.82759,0.85209,0.83938,0.87477,0.86751,0.89474,0.8784,0.88838,0.87659,0.87568,0.902,0.90018,0.89927,0.91379,0.90835,0.89564,0.90926,0.89201,0.92105,0.9029,0.92559,0.91833,0.91561,0.91924,0.93285,0.92105
0.77314,0.7078,0.7069,0.64791,0.66515,0.71597,0.66606,0.71234,0.73956,0.74682,0.74047,0.74138,0.79038,0.75771,0.81579,0.77586,0.80218,0.82123,0.83666,0.8167,0.82123,0.83848,0.83303,0.83666,0.85753,0.87296,0.85753,0.86661,0.89746,0.89474,0.88203,0.88929,0.87024,0.89111,0.89111,0.88657,0.87296,0.89927,0.90381,0.90018,0.90109,0.91561,0.89927,0.91379,0.92105,0.92105,0.9265,0.92922,0.89746
0.77132,0.66152,0.66878,0.63612,0.65971,0.71416,0.66606,0.72958,0.71597,0.7078,0.72051,0.73049,0.71597,0.77314,0.78675,0.81397,0.82577,0.84755,0.80762,0.80218,0.80127,0.85209,0.87387,0.83848,0.85572,0.84483,0.88385,0.87659,0.88294,0.90744,0.89383,0.86933,0.87296,0.91924,0.91924,0.88113,0.90018,0.87024,0.89655,0.90653,0.9274,0.89837,0.89746,0.89837,0.90018,0.91198,0.92922,0.90653,0.94192
0.77223,0.70871,0.66878,0.61434,0.67786,0.69964,0.69056,0.72777,0.74592,0.76316,0.71688,0.72686,0.76316,0.77314,0.77495,0.78494,0.81216,0.82396,0.82668,0.81216,0.85209,0.83757,0.83848,0.87477,0.87568,0.89564,0.84483,0.86661,0.88022,0.86207,0.86207,0.88748,0.90018,0.87568,0.91016,0.88385,0.88748,0.92468,0.91652,0.91016,0.91016,0.88748,0.90381,0.92559,0.91742,0.91379,0.91652,0.89655,0.90653
0.77495,0.71053,0.77858,0.66062,0.67967,0.69238,0.67514,0.72868,0.70508,0.76679,0.75227,0.76316,0.78584,0.7922,0.7804,0.81034,0.80762,0.79764,0.79764,0.8176,0.82123,0.85662,0.84846,0.85299,0.85935,0.83757,0.83212,0.88022,0.89292,0.90109,0.8902,0.88113,0.89383,0.89746,0.9029,0.88566,0.92105,0.91289,0.89655,0.89564,0.89201,0.92015,0.87024,0.91924,0.9265,0.91924,0.90835,0.91107,0.93557
0.77314,0.7078,0.75136,0.68875,0.65154,0.69056,0.69147,0.72414,0.71779,0.72142,0.66062,0.71416,0.7441,0.77677,0.8049,0.7441,0.82486,0.81488,0.85935,0.83303,0.81307,0.85844,0.84301,0.87114,0.86751,0.84664,0.86388,0.86479,0.86661,0.87387,0.88022,0.8902,0.85753,0.89201,0.87659,0.9147,0.89474,0.91289,0.90018,0.91924,0.91289,0.91198,0.89837,0.89292,0.91561,0.91561,0.9392,0.91289,0.902
0.77042,0.64428,0.73866,0.63249,0.65517,0.6824,0.66969,0.73593,0.74138,0.73593,0.71779,0.72505,0.74592,0.7323,0.7922,0.73412,0.84392,0.83394,0.82305,0.79583,0.78857,0.83303,0.8784,0.8657,0.88113,0.83666,0.84936,0.85209,0.86388,0.88748,0.87205,0.902,0.89383,0.87931,0.92377,0.91289,0.90109,0.90109,0.89927,0.89111,0.89201,0.91652,0.92377,0.92377,0.91742,0.90926,0.92015,0.95463,0.91833
0.7677,0.7069,0.6824,0.63249,0.69419,0.7069,0.67604,0.72505,0.72686,0.71506,0.75136,0.7922,0.72051,0.77042,0.77405,0.78584,0.81942,0.84392,0.82305,0.80309,0.80672,0.84211,0.84211,0.83485,0.8412,0.88385,0.86751,0.84936,0.87477,0.83031,0.89655,0.86661,0.87477,0.90018,0.8775,0.89292,0.87114,0.91289,0.88294,0.89927,0.91198,0.90835,0.90835,0.89746,0.92468,0.92559,0.92105,0.89837,0.90109
