0.6968,0.71854,0.70481,0.64989,0.67162,0.70595,0.71739,0.72654,0.76773,0.78146,0.79405,0.74027,0.76087,0.79519,0.85927,0.82609,0.87185,0.84211,0.82037,0.85355,0.85698,0.87986,0.87185,0.87757,0.87185,0.873,0.89245,0.82952,0.90046,0.89474,0.87414,0.90732,0.88444,0.90046,0.9222,0.92677,0.90389,0.89588,0.89588,0.93593,0.94165,0.93478,0.93021,0.93364,0.93478,0.90503,0.94279,0.91991,0.93822
0.70366,0.71968,0.6865,0.67162,0.61785,0.6762,0.70595,0.73913,0.76201,0.72311,0.71739,0.78947,0.77689,0.83066,0.80549,0.85584,0.83066,0.82723,0.81922,0.84668,0.84325,0.89016,0.873,0.86384,0.90275,0.8833,0.92906,0.91304,0.8913,0.90046,0.86041,0.90389,0.89817,0.89817,0.8833,0.90732,0.89474,0.87986,0.91419,0.95423,0.94851,0.92677,0.90389,0.90732,0.93021,0.92792,0.91304,0.92449,0.90389
0.70595,0.73799,0.6659,0.67048,0.62471,0.65217,0.70023,0.7254,0.73684,0.74485,0.77803,0.82494,0.78146,0.76201,0.79748,0.82494,0.84897,0.83066,0.82723,0.78375,0.84096,0.85011,0.86957,0.85698,0.86728,0.91762,0.86384,0.91876,0.88558,0.90732,0.86842,0.91648,0.90503,0.94737,0.91762,0.90618,0.87185,0.9405,0.9222,0.89016,0.92105,0.88902,0.86499,0.91876,0.90046,0.90389,0.95195,0.92792,0.92334
0.70709,0.68421,0.66705,0.61442,0.62357,0.64531,0.72197,0.7151,0.75286,0.73455,0.75858,0.73227,0.80435,0.8341,0.84096,0.84211,0.82265,0.82723,0.85812,0.85927,0.8627,0.86156,0.86613,0.85126,0.873,0.88215,0.92906,0.88101,0.87643,0.90503,0.89588,0.91533,0.89474,0.89016,0.90961,0.89817,0.89588,0.91419,0.88558,0.93021,0.92449,0.92105,0.89817,0.9405,0.94966,0.91304,0.88673,0.88558,0.92792
0.71053,0.70824,0.6865,0.64073,0.627,0.71625,0.69108,0.7254,0.77689,0.80892,0.78833,0.80664,0.82151,0.77689,0.83524,0.81236,0.84096,0.83638,0.79405,0.83066,0.87529,0.88444,0.88558,0.87872,0.84554,0.87529,0.88215,0.92334,0.89703,0.90389,0.83295,0.90046,0.9222,0.89245,0.93249,0.92334,0.91991,0.91991,0.91762,0.90275,0.90503,0.92677,0.92334,0.90389,0.91648,0.91876,0.93593,0.94737,0.90847
0.70481,0.70252,0.70366,0.60641,0.63043,0.6968,0.71167,0.7254,0.76316,0.77231,0.81579,0.79977,0.76087,0.79405,0.77231,0.80664,0.86613,0.83181,0.80664,0.80664,0.86041,0.85469,0.85355,0.84096,0.85812,0.88215,0.88444,0.92792,0.88787,0.91076,0.91762,0.87529,0.89245,0.91533,0.9222,0.9119,0.92906,0.91533,0.90732,0.93135,0.90389,0.88215,0.89817,0.88787,0.94394,0.93249,0.9405,0.89245,0.9508
0.70824,0.7254,0.69565,0.67048,0.62815,0.6865,0.65217,0.76316,0.80778,0.78146,0.78146,0.76087,0.79291,0.82494,0.82151,0.84325,0.83638,0.84096,0.86384,0.85698,0.83753,0.90847,0.86384,0.83295,0.87414,0.85011,0.87414,0.89817,0.90961,0.88558,0.89588,0.91304,0.89703,0.87414,0.93249,0.90618,0.90732,0.92906,0.89817,0.91304,0.95195,0.90732,0.95538,0.8913,0.88902,0.9119,0.9508,0.92906,0.90389
0.70709,0.72883,0.66133,0.69908,0.62243,0.70595,0.69108,0.68421,0.74142,0.75057,0.78375,0.78719,0.80778,0.83295,0.81465,0.81121,0.87643,0.86957,0.84783,0.80892,0.81007,0.85126,0.85812,0.88558,0.86842,0.87185,0.89931,0.88558,0.90961,0.87414,0.90961,0.86957,0.90275,0.92105,0.92792,0.89474,0.91648,0.91648,0.85698,0.92563,0.93249,0.87757,0.91876,0.93707,0.93021,0.93364,0.92792,0.95767,0.91762
0.71053,0.71854,0.69794,0.66819,0.62815,0.72311,0.70595,0.70252,0.74714,0.78375,0.78032,0.80892,0.78947,0.78833,0.81922,0.83638,0.84325,0.86728,0.80549,0.84325,0.86156,0.83753,0.85355,0.86728,0.84897,0.86957,0.91076,0.8833,0.90618,0.87872,0.87986,0.89245,0.90961,0.94394,0.93135,0.86957,0.90046,0.91876,0.91991,0.94851,0.89817,0.92563,0.9222,0.90046,0.9222,0.92105,0.92105,0.91991,0.92563
0.70595,0.72998,0.65789,0.61098,0.67391,0.67048,0.71281,0.74485,0.75973,0.80206,0.76316,0.80435,0.81465,0.84325,0.83524,0.84211,0.83867,0.8524,0.83066,0.85011,0.85126,0.84439,0.86842,0.86499,0.86499,0.86384,0.9119,0.87071,0.90389,0.9016,0.89245,0.87986,0.90847,0.87986,0.91648,0.91419,0.90046,0.93707,0.87643,0.88673,0.92449,0.9119,0.9016,0.93249,0.95195,0.88787,0.89817,0.92334,0.93593
